embedder,media_type,corpus,dataset,category,query,base,arm,delta,cluster
siglip,image,vggface2_faces,vggface2_faces_s,Park Bo-young,a photo of Park Bo-young,0.928864,0.926357,-0.002507000000000037,vggface2_faces|Park Bo-young
siglip,image,vggface2_faces,vggface2_faces_s,Ricky Schroder,a photo of Ricky Schroder,0.085101,0.082325,-0.0027760000000000007,vggface2_faces|Ricky Schroder
siglip,image,vggface2_faces,vggface2_faces_s,Spencer Pratt,a photo of Spencer Pratt,0.326922,0.310815,-0.016106999999999982,vggface2_faces|Spencer Pratt
siglip,image,vggface2_faces,vggface2_faces_s,Trudie Styler,a photo of Trudie Styler,0.116565,0.121335,0.0047699999999999965,vggface2_faces|Trudie Styler
siglip,image,vggface2_faces,vggface2_faces_s,Vivica A. Fox,a photo of Vivica A. Fox,0.912823,0.871478,-0.041345000000000076,vggface2_faces|Vivica A. Fox
siglip,image,vggface2_faces,vggface2_faces_s,Wendi Deng Murdoch,a photo of Wendi Deng Murdoch,0.316728,0.257255,-0.059473,vggface2_faces|Wendi Deng Murdoch
siglip,image,vggface2_faces,vggface2_faces_s,Yulia Volkova,a photo of Yulia Volkova,0.422685,0.394049,-0.028635999999999995,vggface2_faces|Yulia Volkova
siglip,image,visual_genome,visual_genome_m,person,a person,0.202228,0.199412,-0.002815999999999985,visual_genome|person
siglip,image,visual_genome,visual_genome_m,man,a man,0.466188,0.473488,0.007300000000000029,visual_genome|man
siglip,image,visual_genome,visual_genome_m,woman,a woman,0.266432,0.258751,-0.007680999999999993,visual_genome|woman
siglip,image,visual_genome,visual_genome_m,car,a car on the street,0.666191,0.664256,-0.00193500000000002,visual_genome|car
siglip,image,visual_genome,visual_genome_m,bus,a bus,0.620523,0.646144,0.025621000000000005,visual_genome|bus
siglip,image,visual_genome,visual_genome_m,train,a train,0.674664,0.701621,0.02695700000000001,visual_genome|train
siglip,image,visual_genome,visual_genome_m,truck,a truck,0.235177,0.220937,-0.014240000000000003,visual_genome|truck
siglip,image,visual_genome,visual_genome_m,bike,a bicycle,0.363838,0.360354,-0.003483999999999987,visual_genome|bike
siglip,image,visual_genome,visual_genome_m,boat,a boat on the water,0.607489,0.611632,0.004143000000000008,visual_genome|boat
siglip,image,visual_genome,visual_genome_m,plane,an airplane,0.488444,0.480422,-0.008021999999999974,visual_genome|plane
siglip,image,visual_genome,visual_genome_m,dog,a dog,0.480865,0.47806,-0.002805000000000002,visual_genome|dog
siglip,image,visual_genome,visual_genome_m,cat,a cat,0.688901,0.744332,0.05543100000000001,visual_genome|cat
siglip,image,visual_genome,visual_genome_m,horse,a horse,0.835446,0.847904,0.012457999999999969,visual_genome|horse
siglip,image,visual_genome,visual_genome_m,elephant,an elephant,0.922867,0.887022,-0.035845000000000016,visual_genome|elephant
siglip,image,visual_genome,visual_genome_m,giraffe,a giraffe,0.792091,0.781548,-0.010542999999999969,visual_genome|giraffe
siglip,image,visual_genome,visual_genome_m,zebra,a zebra,0.859409,0.867784,0.008375000000000021,visual_genome|zebra
siglip,image,visual_genome,visual_genome_m,cow,a cow,0.667202,0.663979,-0.003222999999999976,visual_genome|cow
siglip,image,visual_genome,visual_genome_m,sheep,a sheep,0.653619,0.745715,0.09209600000000007,visual_genome|sheep
siglip,image,visual_genome,visual_genome_m,bird,a bird,0.496726,0.506371,0.009645000000000015,visual_genome|bird
siglip,image,visual_genome,visual_genome_m,bear,a bear,0.547676,0.504367,-0.04330900000000004,visual_genome|bear
siglip,image,visual_genome,visual_genome_m,building,a building,0.774773,0.77391,-0.0008630000000000582,visual_genome|building
siglip,image,visual_genome,visual_genome_m,window,a window,0.61014,0.629631,0.019491000000000036,visual_genome|window
siglip,image,visual_genome,visual_genome_m,tree,a tree,0.611799,0.613884,0.0020850000000000035,visual_genome|tree
siglip,image,visual_genome,visual_genome_m,sign,a street sign,0.500165,0.505186,0.005021000000000053,visual_genome|sign
siglip,image,visual_genome,visual_genome_m,clock,a clock,0.425252,0.419831,-0.005421000000000009,visual_genome|clock
siglip,image,visual_genome,visual_genome_m,umbrella,an umbrella,0.539872,0.523095,-0.016777000000000042,visual_genome|umbrella
siglip,image,visual_genome,visual_genome_m,chair,a chair,0.388723,0.372146,-0.01657700000000001,visual_genome|chair
siglip,image,visual_genome,visual_genome_m,table,a table,0.569949,0.551506,-0.018442999999999987,visual_genome|table
siglip,image,visual_genome,visual_genome_m,bench,a bench,0.372604,0.350378,-0.022225999999999968,visual_genome|bench
siglip,image,visual_genome,visual_genome_m,bottle,a bottle,0.13457,0.147979,0.013409000000000004,visual_genome|bottle
siglip,image,visual_genome,visual_genome_m,plate,a plate of food,0.397221,0.434098,0.03687699999999999,visual_genome|plate
siglip,image,visual_genome,visual_genome_m,pizza,a pizza,0.668423,0.775047,0.10662400000000005,visual_genome|pizza
siglip,image,visual_genome,visual_genome_m,banana,a banana,0.651002,0.677116,0.02611400000000008,visual_genome|banana
siglip,image,visual_genome,visual_genome_m,laptop,a laptop computer,0.469279,0.468376,-0.0009029999999999871,visual_genome|laptop
siglip,image,visual_genome,visual_genome_m,kite,a kite in the sky,0.729985,0.700553,-0.029432000000000014,visual_genome|kite
siglip,image,visual_genome,visual_genome_m,skateboard,a skateboard,0.621908,0.589847,-0.032061000000000006,visual_genome|skateboard
siglip,image,visual_genome,visual_genome_m,surfboard,a surfboard,0.637009,0.621847,-0.015162000000000009,visual_genome|surfboard
siglip,image,visual_genome,visual_genome_m,hat,a person wearing a hat,0.221624,0.171485,-0.05013899999999999,visual_genome|hat
siglip,image,visual_genome,visual_genome_m,jacket,a person wearing a jacket,0.195504,0.184205,-0.011299000000000003,visual_genome|jacket
siglip,image,visual_genome,visual_genome_m,snow,a snowy scene,0.609765,0.600635,-0.009129999999999971,visual_genome|snow
siglip,image,visual_genome,visual_genome_s,person,a person,0.255107,0.24784,-0.007266999999999968,visual_genome|person
siglip,image,visual_genome,visual_genome_s,man,a man,0.475904,0.495092,0.019187999999999983,visual_genome|man
siglip,image,visual_genome,visual_genome_s,woman,a woman,0.313436,0.309729,-0.003707000000000016,visual_genome|woman
siglip,image,visual_genome,visual_genome_s,car,a car on the street,0.817665,0.819479,0.0018139999999999823,visual_genome|car
siglip,image,visual_genome,visual_genome_s,bus,a bus,0.327446,0.347813,0.02036699999999997,visual_genome|bus
siglip,image,visual_genome,visual_genome_s,train,a train,0.388889,0.47619,0.08730100000000002,visual_genome|train
siglip,image,visual_genome,visual_genome_s,truck,a truck,0.239533,0.239922,0.00038900000000000046,visual_genome|truck
siglip,image,visual_genome,visual_genome_s,bike,a bicycle,0.266633,0.291018,0.02438499999999999,visual_genome|bike
siglip,image,visual_genome,visual_genome_s,boat,a boat on the water,0.809345,0.805076,-0.004268999999999967,visual_genome|boat
siglip,image,visual_genome,visual_genome_s,plane,an airplane,0.469373,0.44203,-0.027343000000000006,visual_genome|plane
siglip,image,visual_genome,visual_genome_s,dog,a dog,0.661511,0.707658,0.04614700000000005,visual_genome|dog
siglip,image,visual_genome,visual_genome_s,cat,a cat,1.0,1.0,0.0,visual_genome|cat
siglip,image,visual_genome,visual_genome_s,horse,a horse,0.115668,0.113149,-0.0025190000000000073,visual_genome|horse
siglip,image,visual_genome,visual_genome_s,elephant,an elephant,0.668753,0.668477,-0.000276000000000054,visual_genome|elephant
siglip,image,visual_genome,visual_genome_s,giraffe,a giraffe,1.0,1.0,0.0,visual_genome|giraffe
siglip,image,visual_genome,visual_genome_s,zebra,a zebra,1.0,1.0,0.0,visual_genome|zebra
siglip,image,visual_genome,visual_genome_s,cow,a cow,0.278571,0.293478,0.014907000000000004,visual_genome|cow
siglip,image,visual_genome,visual_genome_s,sheep,a sheep,0.666667,0.7,0.033332999999999946,visual_genome|sheep
siglip,image,visual_genome,visual_genome_s,bird,a bird,0.320479,0.330538,0.010058999999999985,visual_genome|bird
siglip,image,visual_genome,visual_genome_s,bear,a bear,0.0026,0.001978,-0.0006219999999999997,visual_genome|bear
siglip,image,visual_genome,visual_genome_s,building,a building,0.799623,0.794173,-0.005449999999999955,visual_genome|building
siglip,image,visual_genome,visual_genome_s,window,a window,0.61164,0.625164,0.013524000000000092,visual_genome|window
siglip,image,visual_genome,visual_genome_s,tree,a tree,0.667046,0.682444,0.015398000000000023,visual_genome|tree
siglip,image,visual_genome,visual_genome_s,sign,a street sign,0.584132,0.586733,0.0026009999999999645,visual_genome|sign
siglip,image,visual_genome,visual_genome_s,clock,a clock,0.14231,0.142712,0.00040200000000001346,visual_genome|clock
siglip,image,visual_genome,visual_genome_s,umbrella,an umbrella,0.24435,0.23047,-0.013880000000000003,visual_genome|umbrella
siglip,image,visual_genome,visual_genome_s,chair,a chair,0.596319,0.558959,-0.03736000000000006,visual_genome|chair
siglip,image,visual_genome,visual_genome_s,table,a table,0.628209,0.607605,-0.020604000000000067,visual_genome|table
siglip,image,visual_genome,visual_genome_s,bench,a bench,0.162794,0.172273,0.009479000000000015,visual_genome|bench
siglip,image,visual_genome,visual_genome_s,bottle,a bottle,0.125872,0.130244,0.004371999999999987,visual_genome|bottle
siglip,image,visual_genome,visual_genome_s,plate,a plate of food,0.363372,0.381355,0.017983000000000027,visual_genome|plate
siglip,image,visual_genome,visual_genome_s,pizza,a pizza,0.087677,0.089199,0.0015219999999999956,visual_genome|pizza
siglip,image,visual_genome,visual_genome_s,banana,a banana,0.22709,0.237234,0.010144000000000014,visual_genome|banana
siglip,image,visual_genome,visual_genome_s,laptop,a laptop computer,0.134917,0.157651,0.022734000000000004,visual_genome|laptop
siglip,image,visual_genome,visual_genome_s,kite,a kite in the sky,0.0,0.0,0.0,visual_genome|kite
siglip,image,visual_genome,visual_genome_s,skateboard,a skateboard,0.0,0.0,0.0,visual_genome|skateboard
siglip,image,visual_genome,visual_genome_s,surfboard,a surfboard,0.0,0.0,0.0,visual_genome|surfboard
siglip,image,visual_genome,visual_genome_s,hat,a person wearing a hat,0.189321,0.126614,-0.06270699999999998,visual_genome|hat
siglip,image,visual_genome,visual_genome_s,jacket,a person wearing a jacket,0.219175,0.207627,-0.011548000000000003,visual_genome|jacket
siglip,image,visual_genome,visual_genome_s,snow,a snowy scene,0.593033,0.624373,0.031339999999999923,visual_genome|snow
